   -0.549975E-14     0.600514E+09     0.548215E+03     0.649857E+09     0.551778E+09
   -0.549949E-14     0.600509E+09     0.548330E+03     0.649850E+09     0.551773E+09
   -0.549924E-14     0.600503E+09     0.548481E+03     0.649844E+09     0.551768E+09
   -0.549898E-14     0.600498E+09     0.548611E+03     0.649838E+09     0.551764E+09
   -0.549873E-14     0.600492E+09     0.548723E+03     0.649832E+09     0.551759E+09
   -0.549847E-14     0.600487E+09     0.548854E+03     0.649825E+09     0.551754E+09
   -0.549822E-14     0.600481E+09     0.548933E+03     0.649819E+09     0.551750E+09
   -0.549796E-14     0.600476E+09     0.549076E+03     0.649813E+09     0.551745E+09
   -0.549771E-14     0.600470E+09     0.549184E+03     0.649807E+09     0.551740E+09
   -0.549746E-14     0.600465E+09     0.549276E+03     0.649800E+09     0.551735E+09
   -0.549720E-14     0.600459E+09     0.549368E+03     0.649794E+09     0.551731E+09
   -0.549695E-14     0.600454E+09     0.549457E+03     0.649788E+09     0.551726E+09
   -0.549669E-14     0.600448E+09     0.549625E+03     0.649782E+09     0.551721E+09
   -0.549644E-14     0.600443E+09     0.549786E+03     0.649775E+09     0.551716E+09
   -0.549618E-14     0.600437E+09     0.549867E+03     0.649752E+09     0.551695E+09
   -0.549593E-14     0.600432E+09     0.549989E+03     0.649746E+09     0.551690E+09
   -0.549567E-14     0.600426E+09     0.550078E+03     0.649739E+09     0.551686E+09
   -0.549542E-14     0.600421E+09     0.550186E+03     0.649733E+09     0.551681E+09
   -0.549517E-14     0.600415E+09     0.550344E+03     0.649727E+09     0.551676E+09
   -0.549491E-14     0.600410E+09     0.550466E+03     0.649721E+09     0.551671E+09
   -0.549466E-14     0.600404E+09     0.550588E+03     0.649714E+09     0.551667E+09
   -0.549440E-14     0.600399E+09     0.550690E+03     0.649708E+09     0.551662E+09
   -0.549415E-14     0.600393E+09     0.550805E+03     0.649702E+09     0.551657E+09
   -0.549389E-14     0.600388E+09     0.550910E+03     0.649696E+09     0.551652E+09
   -0.549364E-14     0.600382E+09     0.550984E+03     0.649689E+09     0.551648E+09
   -0.549338E-14     0.600377E+09     0.551091E+03     0.649683E+09     0.551643E+09
   -0.549313E-14     0.600371E+09     0.551232E+03     0.649694E+09     0.551655E+09
   -0.549288E-14     0.600366E+09     0.551318E+03     0.649688E+09     0.551650E+09
   -0.549262E-14     0.600360E+09     0.551391E+03     0.649681E+09     0.551645E+09
   -0.549237E-14     0.600355E+09     0.551523E+03     0.649675E+09     0.551641E+09
   -0.549211E-14     0.600349E+09     0.551665E+03     0.649669E+09     0.551636E+09
   -0.549186E-14     0.600344E+09     0.551778E+03     0.649645E+09     0.551614E+09
