   -0.829746E-13     0.497847E-04    -0.653776E-17     0.000000E+00    -0.117517E+04    -0.955017E-06     0.600511E+09     0.235656E-07
   -0.829491E-13     0.497695E-04    -0.234358E-16     0.000000E+00    -0.117517E+04    -0.158953E-05     0.600511E+09     0.136372E-07
   -0.829237E-13     0.497542E-04    -0.463233E-16     0.000000E+00    -0.117517E+04    -0.187362E-05     0.600511E+09     0.300559E-08
   -0.828982E-13     0.497389E-04    -0.705203E-16     0.000000E+00    -0.117517E+04    -0.178980E-05     0.600511E+09     0.794814E-08
   -0.828728E-13     0.497237E-04    -0.912058E-16     0.000000E+00    -0.117517E+04    -0.133390E-05     0.600511E+09     0.188234E-07
   -0.828473E-13     0.497084E-04    -0.103593E-15     0.000000E+00    -0.117517E+04    -0.515488E-06     0.600511E+09     0.292144E-07
   -0.828219E-13     0.496931E-04    -0.103111E-15     0.000000E+00    -0.117517E+04     0.642194E-06     0.600511E+09     0.387257E-07
   -0.827965E-13     0.496779E-04    -0.855733E-16     0.000000E+00    -0.117517E+04     0.210285E-05     0.600511E+09     0.469864E-07
   -0.827710E-13     0.496626E-04    -0.473467E-16     0.000000E+00    -0.117517E+04     0.381821E-05     0.600511E+09     0.536649E-07
   -0.827456E-13     0.496473E-04     0.145064E-16     0.000000E+00    -0.117517E+04     0.572958E-05     0.600511E+09     0.584817E-07
   -0.827201E-13     0.496321E-04     0.102103E-15     0.000000E+00    -0.117517E+04     0.776983E-05     0.600511E+09     0.612212E-07
   -0.826947E-13     0.496168E-04     0.216647E-15     0.000000E+00    -0.117517E+04     0.986571E-05     0.600511E+09     0.617405E-07
   -0.826692E-13     0.496015E-04     0.358364E-15     0.000000E+00    -0.117517E+04     0.119405E-04     0.600511E+09     0.599766E-07
   -0.826438E-13     0.495863E-04     0.526475E-15     0.000000E+00    -0.117517E+04     0.139166E-04     0.600511E+09     0.559498E-07
   -0.826184E-13     0.495710E-04     0.719204E-15     0.000000E+00    -0.117517E+04     0.157188E-04     0.600511E+09     0.497652E-07
   -0.825929E-13     0.495557E-04     0.933827E-15     0.000000E+00    -0.117517E+04     0.172766E-04     0.600511E+09     0.416100E-07
