   -0.933214E-13     0.559928E-04    -0.839465E-19    -0.196692E+03    -0.462002E-08     0.100511E+09     0.278735E-16     0.109686E-12     0.487955E-10
   -0.933095E-13     0.559857E-04    -0.336679E-18    -0.196692E+03    -0.926915E-08     0.100511E+09     0.559244E-16     0.220757E-12     0.487939E-10
   -0.932976E-13     0.559785E-04    -0.758188E-18    -0.196692E+03    -0.138887E-07     0.100511E+09     0.827379E-16     0.330421E-12     0.481746E-10
   -0.932856E-13     0.559714E-04    -0.134633E-17    -0.196692E+03    -0.184200E-07     0.100511E+09     0.106932E-15     0.435941E-12     0.469422E-10
   -0.932737E-13     0.559642E-04    -0.209684E-17    -0.196692E+03    -0.228053E-07     0.100511E+09     0.127229E-15     0.534775E-12     0.451089E-10
   -0.932618E-13     0.559571E-04    -0.300337E-17    -0.196692E+03    -0.269882E-07     0.100511E+09     0.142519E-15     0.624711E-12     0.426948E-10
   -0.932498E-13     0.559499E-04    -0.405756E-17    -0.196692E+03    -0.309148E-07     0.100511E+09     0.151920E-15     0.703973E-12     0.397273E-10
   -0.932379E-13     0.559428E-04    -0.524916E-17    -0.196692E+03    -0.345339E-07     0.100511E+09     0.154826E-15     0.771327E-12     0.362410E-10
   -0.932260E-13     0.559356E-04    -0.656610E-17    -0.196692E+03    -0.377980E-07     0.100511E+09     0.150942E-15     0.826140E-12     0.322772E-10
   -0.932141E-13     0.559284E-04    -0.799466E-17    -0.196692E+03    -0.406641E-07     0.100511E+09     0.140300E-15     0.868425E-12     0.278835E-10
   -0.932021E-13     0.559213E-04    -0.951965E-17    -0.196692E+03    -0.430935E-07     0.100511E+09     0.123264E-15     0.898844E-12     0.231132E-10
   -0.931902E-13     0.559141E-04    -0.111246E-16    -0.196692E+03    -0.450533E-07     0.100511E+09     0.100519E-15     0.918681E-12     0.180247E-10
   -0.931783E-13     0.559070E-04    -0.127918E-16    -0.196692E+03    -0.465160E-07     0.100511E+09     0.730352E-16     0.929787E-12     0.126807E-10
   -0.931664E-13     0.558998E-04    -0.145029E-16    -0.196692E+03    -0.474606E-07     0.100511E+09     0.420296E-16     0.934491E-12     0.714749E-11
   -0.931544E-13     0.558927E-04    -0.162386E-16    -0.196692E+03    -0.478723E-07     0.100511E+09     0.890457E-17     0.935485E-12     0.149402E-11
   -0.931425E-13     0.558855E-04    -0.179796E-16    -0.196692E+03    -0.477429E-07     0.100511E+09     0.248181E-16     0.935698E-12     0.420876E-11
   -0.931306E-13     0.558784E-04    -0.197059E-16    -0.196692E+03    -0.470713E-07     0.100511E+09     0.575712E-16     0.938141E-12     0.988892E-11
   -0.931187E-13     0.558712E-04    -0.213980E-16    -0.196692E+03    -0.458630E-07     0.100511E+09     0.878197E-16     0.945765E-12     0.154744E-10
   -0.931067E-13     0.558640E-04    -0.230365E-16    -0.196692E+03    -0.441303E-07     0.100511E+09     0.114137E-15     0.961305E-12     0.208941E-10
   -0.930948E-13     0.558569E-04    -0.246027E-16    -0.196692E+03    -0.418926E-07     0.100511E+09     0.135275E-15     0.987143E-12     0.260785E-10
   -0.930829E-13     0.558497E-04    -0.260787E-16    -0.196692E+03    -0.391752E-07     0.100511E+09     0.150232E-15     0.102518E-11     0.309606E-10
   -0.930710E-13     0.558426E-04    -0.274476E-16    -0.196692E+03    -0.360101E-07     0.100511E+09     0.158298E-15     0.107674E-11     0.354770E-10
   -0.930590E-13     0.558354E-04    -0.286938E-16    -0.196692E+03    -0.324349E-07     0.100511E+09     0.159098E-15     0.114249E-11     0.395687E-10
   -0.930471E-13     0.558283E-04    -0.298030E-16    -0.196692E+03    -0.284927E-07     0.100511E+09     0.152610E-15     0.122240E-11     0.431815E-10
   -0.930352E-13     0.558211E-04    -0.307629E-16    -0.196692E+03    -0.242314E-07     0.100511E+09     0.139170E-15     0.131575E-11     0.462671E-10
   -0.930232E-13     0.558140E-04    -0.315627E-16    -0.196692E+03    -0.197032E-07     0.100511E+09     0.119457E-15     0.142114E-11     0.487837E-10
   -0.930113E-13     0.558068E-04    -0.321938E-16    -0.196692E+03    -0.149640E-07     0.100511E+09     0.944612E-16     0.153657E-11     0.506963E-10
   -0.929994E-13     0.557996E-04    -0.326495E-16    -0.196692E+03    -0.100727E-07     0.100511E+09     0.654378E-16     0.165953E-11     0.519774E-10
   -0.929875E-13     0.557925E-04    -0.329254E-16    -0.196692E+03    -0.509025E-08     0.100511E+09     0.338435E-16     0.178709E-11     0.526075E-10
   -0.929755E-13     0.557853E-04    -0.330193E-16    -0.196692E+03    -0.793836E-10     0.100511E+09     0.126591E-17     0.191612E-11     0.525751E-10
   -0.929636E-13     0.557782E-04    -0.329314E-16    -0.196692E+03     0.489668E-08     0.100511E+09     0.306559E-16     0.204337E-11     0.518770E-10
   -0.929517E-13     0.557710E-04    -0.326641E-16    -0.196692E+03     0.977477E-08     0.100511E+09     0.603142E-16     0.216565E-11     0.505185E-10
   -0.929398E-13     0.557639E-04    -0.322220E-16    -0.196692E+03     0.144926E-07     0.100511E+09     0.862140E-16     0.228005E-11     0.485132E-10
   -0.929278E-13     0.557567E-04    -0.316121E-16    -0.196692E+03     0.189896E-07     0.100511E+09     0.107050E-15     0.238400E-11     0.458831E-10
   -0.929159E-13     0.557495E-04    -0.308435E-16    -0.196692E+03     0.232076E-07     0.100511E+09     0.121773E-15     0.247546E-11     0.426580E-10
   -0.929040E-13     0.557424E-04    -0.299274E-16    -0.196692E+03     0.270919E-07     0.100511E+09     0.129647E-15     0.255305E-11     0.388756E-10
   -0.928921E-13     0.557352E-04    -0.288768E-16    -0.196692E+03     0.305913E-07     0.100511E+09     0.130288E-15     0.261605E-11     0.345808E-10
   -0.928801E-13     0.557281E-04    -0.277066E-16    -0.196692E+03     0.336595E-07     0.100511E+09     0.123685E-15     0.266451E-11     0.298251E-10
   -0.928682E-13     0.557209E-04    -0.264333E-16    -0.196692E+03     0.362555E-07     0.100511E+09     0.110206E-15     0.269925E-11     0.246664E-10
   -0.928563E-13     0.557138E-04    -0.250747E-16    -0.196692E+03     0.383437E-07     0.100511E+09     0.905805E-16     0.272177E-11     0.191677E-10
   -0.928444E-13     0.557066E-04    -0.236498E-16    -0.196692E+03     0.398950E-07     0.100511E+09     0.658638E-16     0.273427E-11     0.133967E-10
   -0.928324E-13     0.556995E-04    -0.221787E-16    -0.196692E+03     0.408869E-07     0.100511E+09     0.373884E-16     0.273946E-11     0.742523E-11
   -0.928205E-13     0.556923E-04    -0.206818E-16    -0.196692E+03     0.413039E-07     0.100511E+09     0.669597E-17     0.274050E-11     0.132761E-11
   -0.928086E-13     0.556851E-04    -0.191804E-16    -0.196692E+03     0.411375E-07     0.100511E+09     0.245398E-16     0.274079E-11     0.481960E-11
   -0.927966E-13     0.556780E-04    -0.176957E-16    -0.196692E+03     0.403867E-07     0.100511E+09     0.545980E-16     0.274383E-11     0.109389E-10
   -0.927847E-13     0.556708E-04    -0.162489E-16    -0.196692E+03     0.390580E-07     0.100511E+09     0.817992E-16     0.275305E-11     0.169526E-10
   -0.927728E-13     0.556637E-04    -0.148607E-16    -0.196692E+03     0.371649E-07     0.100511E+09     0.104593E-15     0.277159E-11     0.227840E-10
   -0.927609E-13     0.556565E-04    -0.135514E-16    -0.196692E+03     0.347285E-07     0.100511E+09     0.121638E-15     0.280222E-11     0.283584E-10
   -0.927489E-13     0.556494E-04    -0.123402E-16    -0.196692E+03     0.317766E-07     0.100511E+09     0.131877E-15     0.284710E-11     0.336038E-10
   -0.927370E-13     0.556422E-04    -0.112453E-16    -0.196692E+03     0.283438E-07     0.100511E+09     0.134591E-15     0.290775E-11     0.384521E-10
   -0.927251E-13     0.556351E-04    -0.102834E-16    -0.196692E+03     0.244711E-07     0.100511E+09     0.129446E-15     0.298489E-11     0.428397E-10
   -0.927132E-13     0.556279E-04    -0.946965E-17    -0.196692E+03     0.202050E-07     0.100511E+09     0.116510E-15     0.307847E-11     0.467086E-10
